step,eid,source_edge_id,duplicate,support_type,turn_deg,transition_location,avoidable_interior_bend,length_2d,A_start_deg,Z_start_mm,A_end_deg,Z_end_mm,X3_start_mm,Y3_start_mm,X3_end_mm,Y3_end_mm,surface_length_mm,dE_mm,E_abs_mm,from_node,to_node
80,4,65,False,UNSUPPORTED,120.96375653207352,BOUNDARY,False,4.0,96.23762376237626,0.0,167.52475247524754,0.0,-0.43460860034189924,3.9763193237602104,-3.905557682254428,0.8640712879059336,4.976780441330365,0.24829258436047685,15.10717803975124,2,3
81,5,3,False,CONTACT_SUPPORT,120.96375653207355,BOUNDARY,False,2.332380757938121,167.52475247524754,0.0,146.13861386138612,2.5,-3.905557682254428,0.8640712879059336,-3.3215519310591892,2.2287424187817155,2.911898164515505,0.14527518928860256,15.252453229039842,3,11
82,16,11,False,CONTACT_SUPPORT,61.9275130641471,INTERIOR,False,2.332380757938121,146.13861386138612,2.5,167.52475247524754,5.0,-3.3215519310591892,2.2287424187817155,-3.905557682254428,0.8640712879059336,2.911898164515505,0.14527518928860256,15.397728418328445,11,19
83,105,72,True,OVERPRINT,120.96375653207355,INTERIOR,True,4.0,167.52475247524754,5.0,96.23762376237626,5.0,-3.905557682254428,0.8640712879059336,-0.43460860034189924,3.9763193237602104,4.976780441330365,0.24829258436047685,15.646021002688922,19,18
84,26,18,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,False,2.33238075793812,96.23762376237626,5.0,117.62376237623762,7.5,-0.43460860034189924,3.9763193237602104,-1.8546541279413082,3.5440454378732595,2.9118981645155033,0.14527518928860247,15.791296191977525,18,26
85,38,26,False,UNSUPPORTED,61.92751306414702,INTERIOR,False,2.33238075793812,117.62376237623762,7.5,96.23762376237626,10.0,-1.8546541279413082,3.5440454378732595,-0.43460860034189924,3.9763193237602104,2.9118981645155033,0.14527518928860247,15.936571381266127,26,34
86,115,26,True,OVERPRINT,180.0,INTERIOR,True,2.33238075793812,96.23762376237626,10.0,117.62376237623762,7.5,-0.43460860034189924,3.9763193237602104,-1.8546541279413082,3.5440454378732595,2.9118981645155033,0.14527518928860247,16.08184657055473,34,26
87,37,75,False,CONTACT_SUPPORT,120.96375653207352,INTERIOR,True,3.8,117.62376237623762,7.5,49.900990099009896,7.5,-1.8546541279413082,3.5440454378732595,2.5764416458015917,3.0597301262985903,4.727941419263848,0.23587795514245308,16.317724525697184,26,25
88,118,17,True,OVERPRINT,120.96375653207355,INTERIOR,False,2.3323807579381204,49.900990099009896,7.5,71.2871287128713,5.0,2.5764416458015917,3.0597301262985903,1.2833030792614704,3.788552917244001,2.9118981645155047,0.14527518928860256,16.462999714985788,25,17
89,24,71,False,UNSUPPORTED,120.96375653207355,INTERIOR,True,4.0,71.2871287128713,5.0,0.0,5.0,1.2833030792614704,3.788552917244001,4.0,0.0,4.976780441330366,0.2482925843604769,16.711292299346265,17,16
90,12,8,False,UNSUPPORTED,120.96375653207355,BOUNDARY,False,2.3323807579381204,0.0,5.0,21.386138613861387,2.5,4.0,0.0,3.724576248390638,1.4586061051306207,2.911898164515504,0.14527518928860253,16.85656748863487,16,8
